id,r,t,l,y,val
699,1,solar,winterwd2,2027,0.0
700,1,solar,winterwd3,2027,0.0
701,1,solar,winterwd4,2027,0.0
702,1,solar,winterwd5,2027,0.0
703,1,solar,winterwd6,2027,1.0
704,1,solar,winterwd7,2027,1.0
705,1,solar,winterwd8,2027,1.0
706,1,solar,winterwd9,2027,1.0
707,1,solar,winterwd10,2027,1.0
708,1,solar,winterwd11,2027,1.0
709,1,solar,winterwd12,2027,1.0
710,1,solar,winterwd13,2027,1.0
711,1,solar,winterwd14,2027,1.0
712,1,solar,winterwd15,2027,1.0
713,1,solar,winterwd16,2027,1.0
714,1,solar,winterwd17,2027,1.0
715,1,solar,winterwd18,2027,0.0
716,1,solar,winterwd19,2027,0.0
717,1,solar,winterwd20,2027,0.0
718,1,solar,winterwd21,2027,0.0
719,1,solar,winterwd22,2027,0.0
720,1,solar,winterwd23,2027,0.0
721,1,solar,summerwe0,2027,0.0
722,1,solar,summerwe1,2027,0.0
723,1,solar,summerwe2,2027,0.0
724,1,solar,summerwe3,2027,0.0
725,1,solar,summerwe4,2027,0.0
726,1,solar,summerwe5,2027,0.0
727,1,solar,summerwe6,2027,1.0
728,1,solar,summerwe7,2027,1.0
729,1,solar,summerwe8,2027,1.0
730,1,solar,summerwe9,2027,1.0
731,1,solar,summerwe10,2027,1.0
732,1,solar,summerwe11,2027,1.0
733,1,solar,summerwe12,2027,1.0
734,1,solar,summerwe13,2027,1.0
735,1,solar,summerwe14,2027,1.0
736,1,solar,summerwe15,2027,1.0
737,1,solar,summerwe16,2027,1.0
738,1,solar,summerwe17,2027,1.0
739,1,solar,summerwe18,2027,0.0
740,1,solar,summerwe19,2027,0.0
741,1,solar,summerwe20,2027,0.0
742,1,solar,summerwe21,2027,0.0
743,1,solar,summerwe22,2027,0.0
744,1,solar,summerwe23,2027,0.0
745,1,solar,summerwd0,2027,0.0
746,1,solar,summerwd1,2027,0.0
747,1,solar,summerwd2,2027,0.0
748,1,solar,summerwd3,2027,0.0
749,1,solar,summerwd4,2027,0.0
750,1,solar,summerwd5,2027,0.0
751,1,solar,summerwd6,2027,1.0
752,1,solar,summerwd7,2027,1.0
753,1,solar,summerwd8,2027,1.0
754,1,solar,summerwd9,2027,1.0
755,1,solar,summerwd10,2027,1.0
756,1,solar,summerwd11,2027,1.0
757,1,solar,summerwd12,2027,1.0
758,1,solar,summerwd13,2027,1.0
759,1,solar,summerwd14,2027,1.0
760,1,solar,summerwd15,2027,1.0
761,1,solar,summerwd16,2027,1.0
762,1,solar,summerwd17,2027,1.0
763,1,solar,summerwd18,2027,0.0
764,1,solar,summerwd19,2027,0.0
765,1,solar,summerwd20,2027,0.0
766,1,solar,summerwd21,2027,0.0
767,1,solar,summerwd22,2027,0.0
768,1,solar,summerwd23,2027,0.0
769,1,solar,winterwe0,2028,0.0
770,1,solar,winterwe1,2028,0.0
771,1,solar,winterwe2,2028,0.0
772,1,solar,winterwe3,2028,0.0
773,1,solar,winterwe4,2028,0.0
774,1,solar,winterwe5,2028,0.0
775,1,solar,winterwe6,2028,1.0
776,1,solar,winterwe7,2028,1.0
777,1,solar,winterwe8,2028,1.0
778,1,solar,winterwe9,2028,1.0
779,1,solar,winterwe10,2028,1.0
780,1,solar,winterwe11,2028,1.0
781,1,solar,winterwe12,2028,1.0
782,1,solar,winterwe13,2028,1.0
783,1,solar,winterwe14,2028,1.0
784,1,solar,winterwe15,2028,1.0
785,1,solar,winterwe16,2028,1.0
786,1,solar,winterwe17,2028,1.0
787,1,solar,winterwe18,2028,0.0
788,1,solar,winterwe19,2028,0.0
789,1,solar,winterwe20,2028,0.0
790,1,solar,winterwe21,2028,0.0
791,1,solar,winterwe22,2028,0.0
792,1,solar,winterwe23,2028,0.0
793,1,solar,winterwd0,2028,0.0
794,1,solar,winterwd1,2028,0.0
795,1,solar,winterwd2,2028,0.0
796,1,solar,winterwd3,2028,0.0
797,1,solar,winterwd4,2028,0.0
798,1,solar,winterwd5,2028,0.0
799,1,solar,winterwd6,2028,1.0
800,1,solar,winterwd7,2028,1.0
801,1,solar,winterwd8,2028,1.0
802,1,solar,winterwd9,2028,1.0
803,1,solar,winterwd10,2028,1.0
804,1,solar,winterwd11,2028,1.0
805,1,solar,winterwd12,2028,1.0
806,1,solar,winterwd13,2028,1.0
807,1,solar,winterwd14,2028,1.0
808,1,solar,winterwd15,2028,1.0
809,1,solar,winterwd16,2028,1.0
810,1,solar,winterwd17,2028,1.0
811,1,solar,winterwd18,2028,0.0
812,1,solar,winterwd19,2028,0.0
813,1,solar,winterwd20,2028,0.0
814,1,solar,winterwd21,2028,0.0
815,1,solar,winterwd22,2028,0.0
816,1,solar,winterwd23,2028,0.0
817,1,solar,summerwe0,2028,0.0
818,1,solar,summerwe1,2028,0.0
819,1,solar,summerwe2,2028,0.0
820,1,solar,summerwe3,2028,0.0
821,1,solar,summerwe4,2028,0.0
822,1,solar,summerwe5,2028,0.0
823,1,solar,summerwe6,2028,1.0
824,1,solar,summerwe7,2028,1.0
825,1,solar,summerwe8,2028,1.0
826,1,solar,summerwe9,2028,1.0
827,1,solar,summerwe10,2028,1.0
828,1,solar,summerwe11,2028,1.0
829,1,solar,summerwe12,2028,1.0
830,1,solar,summerwe13,2028,1.0
831,1,solar,summerwe14,2028,1.0
832,1,solar,summerwe15,2028,1.0
833,1,solar,summerwe16,2028,1.0
834,1,solar,summerwe17,2028,1.0
835,1,solar,summerwe18,2028,0.0
836,1,solar,summerwe19,2028,0.0
837,1,solar,summerwe20,2028,0.0
838,1,solar,summerwe21,2028,0.0
839,1,solar,summerwe22,2028,0.0
840,1,solar,summerwe23,2028,0.0
841,1,solar,summerwd0,2028,0.0
842,1,solar,summerwd1,2028,0.0
843,1,solar,summerwd2,2028,0.0
844,1,solar,summerwd3,2028,0.0
845,1,solar,summerwd4,2028,0.0
846,1,solar,summerwd5,2028,0.0
847,1,solar,summerwd6,2028,1.0
848,1,solar,summerwd7,2028,1.0
849,1,solar,summerwd8,2028,1.0
850,1,solar,summerwd9,2028,1.0
851,1,solar,summerwd10,2028,1.0
852,1,solar,summerwd11,2028,1.0
853,1,solar,summerwd12,2028,1.0
854,1,solar,summerwd13,2028,1.0
855,1,solar,summerwd14,2028,1.0
856,1,solar,summerwd15,2028,1.0
857,1,solar,summerwd16,2028,1.0
858,1,solar,summerwd17,2028,1.0
859,1,solar,summerwd18,2028,0.0
860,1,solar,summerwd19,2028,0.0
861,1,solar,summerwd20,2028,0.0
862,1,solar,summerwd21,2028,0.0
863,1,solar,summerwd22,2028,0.0
864,1,solar,summerwd23,2028,0.0
865,1,solar,winterwe0,2029,0.0
866,1,solar,winterwe1,2029,0.0
867,1,solar,winterwe2,2029,0.0
868,1,solar,winterwe3,2029,0.0
869,1,solar,winterwe4,2029,0.0
870,1,solar,winterwe5,2029,0.0
871,1,solar,winterwe6,2029,1.0
872,1,solar,winterwe7,2029,1.0
873,1,solar,winterwe8,2029,1.0
874,1,solar,winterwe9,2029,1.0
875,1,solar,winterwe10,2029,1.0
876,1,solar,winterwe11,2029,1.0
877,1,solar,winterwe12,2029,1.0
878,1,solar,winterwe13,2029,1.0
879,1,solar,winterwe14,2029,1.0
880,1,solar,winterwe15,2029,1.0
881,1,solar,winterwe16,2029,1.0
882,1,solar,winterwe17,2029,1.0
883,1,solar,winterwe18,2029,0.0
884,1,solar,winterwe19,2029,0.0
885,1,solar,winterwe20,2029,0.0
886,1,solar,winterwe21,2029,0.0
887,1,solar,winterwe22,2029,0.0
888,1,solar,winterwe23,2029,0.0
889,1,solar,winterwd0,2029,0.0
890,1,solar,winterwd1,2029,0.0
891,1,solar,winterwd2,2029,0.0
892,1,solar,winterwd3,2029,0.0
893,1,solar,winterwd4,2029,0.0
894,1,solar,winterwd5,2029,0.0
895,1,solar,winterwd6,2029,1.0
896,1,solar,winterwd7,2029,1.0
897,1,solar,winterwd8,2029,1.0
898,1,solar,winterwd9,2029,1.0
899,1,solar,winterwd10,2029,1.0
900,1,solar,winterwd11,2029,1.0
901,1,solar,winterwd12,2029,1.0
902,1,solar,winterwd13,2029,1.0
903,1,solar,winterwd14,2029,1.0
904,1,solar,winterwd15,2029,1.0
905,1,solar,winterwd16,2029,1.0
906,1,solar,winterwd17,2029,1.0
907,1,solar,winterwd18,2029,0.0
908,1,solar,winterwd19,2029,0.0
909,1,solar,winterwd20,2029,0.0
910,1,solar,winterwd21,2029,0.0
911,1,solar,winterwd22,2029,0.0
912,1,solar,winterwd23,2029,0.0
913,1,solar,summerwe0,2029,0.0
914,1,solar,summerwe1,2029,0.0
915,1,solar,summerwe2,2029,0.0
916,1,solar,summerwe3,2029,0.0
917,1,solar,summerwe4,2029,0.0
918,1,solar,summerwe5,2029,0.0
919,1,solar,summerwe6,2029,1.0
920,1,solar,summerwe7,2029,1.0
921,1,solar,summerwe8,2029,1.0
922,1,solar,summerwe9,2029,1.0
923,1,solar,summerwe10,2029,1.0
924,1,solar,summerwe11,2029,1.0
925,1,solar,summerwe12,2029,1.0
926,1,solar,summerwe13,2029,1.0
927,1,solar,summerwe14,2029,1.0
928,1,solar,summerwe15,2029,1.0
929,1,solar,summerwe16,2029,1.0
930,1,solar,summerwe17,2029,1.0
931,1,solar,summerwe18,2029,0.0
932,1,solar,summerwe19,2029,0.0
933,1,solar,summerwe20,2029,0.0
934,1,solar,summerwe21,2029,0.0
935,1,solar,summerwe22,2029,0.0
936,1,solar,summerwe23,2029,0.0
937,1,solar,summerwd0,2029,0.0
938,1,solar,summerwd1,2029,0.0
939,1,solar,summerwd2,2029,0.0
940,1,solar,summerwd3,2029,0.0
941,1,solar,summerwd4,2029,0.0
942,1,solar,summerwd5,2029,0.0
943,1,solar,summerwd6,2029,1.0
944,1,solar,summerwd7,2029,1.0
945,1,solar,summerwd8,2029,1.0
946,1,solar,summerwd9,2029,1.0
947,1,solar,summerwd10,2029,1.0
948,1,solar,summerwd11,2029,1.0
949,1,solar,summerwd12,2029,1.0
950,1,solar,summerwd13,2029,1.0
951,1,solar,summerwd14,2029,1.0
952,1,solar,summerwd15,2029,1.0
953,1,solar,summerwd16,2029,1.0
954,1,solar,summerwd17,2029,1.0
955,1,solar,summerwd18,2029,0.0
956,1,solar,summerwd19,2029,0.0
957,1,solar,summerwd20,2029,0.0
958,1,solar,summerwd21,2029,0.0
959,1,solar,summerwd22,2029,0.0
960,1,solar,summerwd23,2029,0.0
