id,r,f,l,y,val
607,1,electricity,winterwd6,2026,0.014880952
608,1,electricity,winterwd7,2026,0.014880952
609,1,electricity,winterwd8,2026,0.014880952
610,1,electricity,winterwd9,2026,0.014880952
611,1,electricity,winterwd10,2026,0.014880952
612,1,electricity,winterwd11,2026,0.014880952
613,1,electricity,winterwd12,2026,0.014880952
614,1,electricity,winterwd13,2026,0.014880952
615,1,electricity,winterwd14,2026,0.014880952
616,1,electricity,winterwd15,2026,0.014880952
617,1,electricity,winterwd16,2026,0.014880952
618,1,electricity,winterwd17,2026,0.014880952
619,1,electricity,winterwd18,2026,0.014880952
620,1,electricity,winterwd19,2026,0.014880952
621,1,electricity,winterwd20,2026,0.014880952
622,1,electricity,winterwd21,2026,0.014880952
623,1,electricity,winterwd22,2026,0.014880952
624,1,electricity,winterwd23,2026,0.014880952
625,1,electricity,summerwe0,2026,0.005952381
626,1,electricity,summerwe1,2026,0.005952381
627,1,electricity,summerwe2,2026,0.005952381
628,1,electricity,summerwe3,2026,0.005952381
629,1,electricity,summerwe4,2026,0.005952381
630,1,electricity,summerwe5,2026,0.005952381
631,1,electricity,summerwe6,2026,0.005952381
632,1,electricity,summerwe7,2026,0.005952381
633,1,electricity,summerwe8,2026,0.005952381
634,1,electricity,summerwe9,2026,0.005952381
635,1,electricity,summerwe10,2026,0.005952381
636,1,electricity,summerwe11,2026,0.005952381
637,1,electricity,summerwe12,2026,0.005952381
638,1,electricity,summerwe13,2026,0.005952381
639,1,electricity,summerwe14,2026,0.005952381
640,1,electricity,summerwe15,2026,0.005952381
641,1,electricity,summerwe16,2026,0.005952381
642,1,electricity,summerwe17,2026,0.005952381
643,1,electricity,summerwe18,2026,0.005952381
644,1,electricity,summerwe19,2026,0.005952381
645,1,electricity,summerwe20,2026,0.005952381
646,1,electricity,summerwe21,2026,0.005952381
647,1,electricity,summerwe22,2026,0.005952381
648,1,electricity,summerwe23,2026,0.005952381
649,1,electricity,summerwd0,2026,0.014880952
650,1,electricity,summerwd1,2026,0.014880952
651,1,electricity,summerwd2,2026,0.014880952
652,1,electricity,summerwd3,2026,0.014880952
653,1,electricity,summerwd4,2026,0.014880952
654,1,electricity,summerwd5,2026,0.014880952
655,1,electricity,summerwd6,2026,0.014880952
656,1,electricity,summerwd7,2026,0.014880952
657,1,electricity,summerwd8,2026,0.014880952
658,1,electricity,summerwd9,2026,0.014880952
659,1,electricity,summerwd10,2026,0.014880952
660,1,electricity,summerwd11,2026,0.014880952
661,1,electricity,summerwd12,2026,0.014880952
662,1,electricity,summerwd13,2026,0.014880952
663,1,electricity,summerwd14,2026,0.014880952
664,1,electricity,summerwd15,2026,0.014880952
665,1,electricity,summerwd16,2026,0.014880952
666,1,electricity,summerwd17,2026,0.014880952
667,1,electricity,summerwd18,2026,0.014880952
668,1,electricity,summerwd19,2026,0.014880952
669,1,electricity,summerwd20,2026,0.014880952
670,1,electricity,summerwd21,2026,0.014880952
671,1,electricity,summerwd22,2026,0.014880952
672,1,electricity,summerwd23,2026,0.0148809680000023
673,1,electricity,winterwe0,2027,0.005952381
674,1,electricity,winterwe1,2027,0.005952381
675,1,electricity,winterwe2,2027,0.005952381
676,1,electricity,winterwe3,2027,0.005952381
677,1,electricity,winterwe4,2027,0.005952381
678,1,electricity,winterwe5,2027,0.005952381
679,1,electricity,winterwe6,2027,0.005952381
680,1,electricity,winterwe7,2027,0.005952381
681,1,electricity,winterwe8,2027,0.005952381
682,1,electricity,winterwe9,2027,0.005952381
683,1,electricity,winterwe10,2027,0.005952381
684,1,electricity,winterwe11,2027,0.005952381
685,1,electricity,winterwe12,2027,0.005952381
686,1,electricity,winterwe13,2027,0.005952381
687,1,electricity,winterwe14,2027,0.005952381
688,1,electricity,winterwe15,2027,0.005952381
689,1,electricity,winterwe16,2027,0.005952381
690,1,electricity,winterwe17,2027,0.005952381
691,1,electricity,winterwe18,2027,0.005952381
692,1,electricity,winterwe19,2027,0.005952381
693,1,electricity,winterwe20,2027,0.005952381
694,1,electricity,winterwe21,2027,0.005952381
695,1,electricity,winterwe22,2027,0.005952381
696,1,electricity,winterwe23,2027,0.005952381
697,1,electricity,winterwd0,2027,0.014880952
698,1,electricity,winterwd1,2027,0.014880952
699,1,electricity,winterwd2,2027,0.014880952
700,1,electricity,winterwd3,2027,0.014880952
701,1,electricity,winterwd4,2027,0.014880952
702,1,electricity,winterwd5,2027,0.014880952
703,1,electricity,winterwd6,2027,0.014880952
704,1,electricity,winterwd7,2027,0.014880952
705,1,electricity,winterwd8,2027,0.014880952
706,1,electricity,winterwd9,2027,0.014880952
707,1,electricity,winterwd10,2027,0.014880952
708,1,electricity,winterwd11,2027,0.014880952
709,1,electricity,winterwd12,2027,0.014880952
710,1,electricity,winterwd13,2027,0.014880952
711,1,electricity,winterwd14,2027,0.014880952
712,1,electricity,winterwd15,2027,0.014880952
713,1,electricity,winterwd16,2027,0.014880952
714,1,electricity,winterwd17,2027,0.014880952
715,1,electricity,winterwd18,2027,0.014880952
716,1,electricity,winterwd19,2027,0.014880952
717,1,electricity,winterwd20,2027,0.014880952
718,1,electricity,winterwd21,2027,0.014880952
719,1,electricity,winterwd22,2027,0.014880952
720,1,electricity,winterwd23,2027,0.014880952
721,1,electricity,summerwe0,2027,0.005952381
722,1,electricity,summerwe1,2027,0.005952381
723,1,electricity,summerwe2,2027,0.005952381
724,1,electricity,summerwe3,2027,0.005952381
725,1,electricity,summerwe4,2027,0.005952381
726,1,electricity,summerwe5,2027,0.005952381
727,1,electricity,summerwe6,2027,0.005952381
728,1,electricity,summerwe7,2027,0.005952381
729,1,electricity,summerwe8,2027,0.005952381
730,1,electricity,summerwe9,2027,0.005952381
731,1,electricity,summerwe10,2027,0.005952381
732,1,electricity,summerwe11,2027,0.005952381
733,1,electricity,summerwe12,2027,0.005952381
734,1,electricity,summerwe13,2027,0.005952381
735,1,electricity,summerwe14,2027,0.005952381
736,1,electricity,summerwe15,2027,0.005952381
737,1,electricity,summerwe16,2027,0.005952381
738,1,electricity,summerwe17,2027,0.005952381
739,1,electricity,summerwe18,2027,0.005952381
740,1,electricity,summerwe19,2027,0.005952381
741,1,electricity,summerwe20,2027,0.005952381
742,1,electricity,summerwe21,2027,0.005952381
743,1,electricity,summerwe22,2027,0.005952381
744,1,electricity,summerwe23,2027,0.005952381
745,1,electricity,summerwd0,2027,0.014880952
746,1,electricity,summerwd1,2027,0.014880952
747,1,electricity,summerwd2,2027,0.014880952
748,1,electricity,summerwd3,2027,0.014880952
749,1,electricity,summerwd4,2027,0.014880952
750,1,electricity,summerwd5,2027,0.014880952
751,1,electricity,summerwd6,2027,0.014880952
752,1,electricity,summerwd7,2027,0.014880952
753,1,electricity,summerwd8,2027,0.014880952
754,1,electricity,summerwd9,2027,0.014880952
755,1,electricity,summerwd10,2027,0.014880952
756,1,electricity,summerwd11,2027,0.014880952
757,1,electricity,summerwd12,2027,0.014880952
758,1,electricity,summerwd13,2027,0.014880952
759,1,electricity,summerwd14,2027,0.014880952
760,1,electricity,summerwd15,2027,0.014880952
761,1,electricity,summerwd16,2027,0.014880952
762,1,electricity,summerwd17,2027,0.014880952
763,1,electricity,summerwd18,2027,0.014880952
764,1,electricity,summerwd19,2027,0.014880952
765,1,electricity,summerwd20,2027,0.014880952
766,1,electricity,summerwd21,2027,0.014880952
767,1,electricity,summerwd22,2027,0.014880952
768,1,electricity,summerwd23,2027,0.0148809680000023
769,1,electricity,winterwe0,2028,0.005952381
770,1,electricity,winterwe1,2028,0.005952381
771,1,electricity,winterwe2,2028,0.005952381
772,1,electricity,winterwe3,2028,0.005952381
773,1,electricity,winterwe4,2028,0.005952381
774,1,electricity,winterwe5,2028,0.005952381
775,1,electricity,winterwe6,2028,0.005952381
776,1,electricity,winterwe7,2028,0.005952381
777,1,electricity,winterwe8,2028,0.005952381
778,1,electricity,winterwe9,2028,0.005952381
779,1,electricity,winterwe10,2028,0.005952381
780,1,electricity,winterwe11,2028,0.005952381
781,1,electricity,winterwe12,2028,0.005952381
782,1,electricity,winterwe13,2028,0.005952381
783,1,electricity,winterwe14,2028,0.005952381
784,1,electricity,winterwe15,2028,0.005952381
785,1,electricity,winterwe16,2028,0.005952381
786,1,electricity,winterwe17,2028,0.005952381
787,1,electricity,winterwe18,2028,0.005952381
788,1,electricity,winterwe19,2028,0.005952381
789,1,electricity,winterwe20,2028,0.005952381
790,1,electricity,winterwe21,2028,0.005952381
791,1,electricity,winterwe22,2028,0.005952381
792,1,electricity,winterwe23,2028,0.005952381
793,1,electricity,winterwd0,2028,0.014880952
794,1,electricity,winterwd1,2028,0.014880952
795,1,electricity,winterwd2,2028,0.014880952
796,1,electricity,winterwd3,2028,0.014880952
797,1,electricity,winterwd4,2028,0.014880952
798,1,electricity,winterwd5,2028,0.014880952
799,1,electricity,winterwd6,2028,0.014880952
800,1,electricity,winterwd7,2028,0.014880952
801,1,electricity,winterwd8,2028,0.014880952
802,1,electricity,winterwd9,2028,0.014880952
803,1,electricity,winterwd10,2028,0.014880952
804,1,electricity,winterwd11,2028,0.014880952
805,1,electricity,winterwd12,2028,0.014880952
806,1,electricity,winterwd13,2028,0.014880952
807,1,electricity,winterwd14,2028,0.014880952
808,1,electricity,winterwd15,2028,0.014880952
809,1,electricity,winterwd16,2028,0.014880952
810,1,electricity,winterwd17,2028,0.014880952
811,1,electricity,winterwd18,2028,0.014880952
812,1,electricity,winterwd19,2028,0.014880952
813,1,electricity,winterwd20,2028,0.014880952
814,1,electricity,winterwd21,2028,0.014880952
815,1,electricity,winterwd22,2028,0.014880952
816,1,electricity,winterwd23,2028,0.014880952
817,1,electricity,summerwe0,2028,0.005952381
818,1,electricity,summerwe1,2028,0.005952381
819,1,electricity,summerwe2,2028,0.005952381
820,1,electricity,summerwe3,2028,0.005952381
821,1,electricity,summerwe4,2028,0.005952381
822,1,electricity,summerwe5,2028,0.005952381
823,1,electricity,summerwe6,2028,0.005952381
824,1,electricity,summerwe7,2028,0.005952381
825,1,electricity,summerwe8,2028,0.005952381
826,1,electricity,summerwe9,2028,0.005952381
827,1,electricity,summerwe10,2028,0.005952381
828,1,electricity,summerwe11,2028,0.005952381
829,1,electricity,summerwe12,2028,0.005952381
830,1,electricity,summerwe13,2028,0.005952381
831,1,electricity,summerwe14,2028,0.005952381
832,1,electricity,summerwe15,2028,0.005952381
833,1,electricity,summerwe16,2028,0.005952381
834,1,electricity,summerwe17,2028,0.005952381
835,1,electricity,summerwe18,2028,0.005952381
836,1,electricity,summerwe19,2028,0.005952381
837,1,electricity,summerwe20,2028,0.005952381
838,1,electricity,summerwe21,2028,0.005952381
839,1,electricity,summerwe22,2028,0.005952381
840,1,electricity,summerwe23,2028,0.005952381
841,1,electricity,summerwd0,2028,0.014880952
842,1,electricity,summerwd1,2028,0.014880952
843,1,electricity,summerwd2,2028,0.014880952
844,1,electricity,summerwd3,2028,0.014880952
845,1,electricity,summerwd4,2028,0.014880952
846,1,electricity,summerwd5,2028,0.014880952
847,1,electricity,summerwd6,2028,0.014880952
848,1,electricity,summerwd7,2028,0.014880952
849,1,electricity,summerwd8,2028,0.014880952
850,1,electricity,summerwd9,2028,0.014880952
851,1,electricity,summerwd10,2028,0.014880952
852,1,electricity,summerwd11,2028,0.014880952
853,1,electricity,summerwd12,2028,0.014880952
854,1,electricity,summerwd13,2028,0.014880952
855,1,electricity,summerwd14,2028,0.014880952
856,1,electricity,summerwd15,2028,0.014880952
857,1,electricity,summerwd16,2028,0.014880952
858,1,electricity,summerwd17,2028,0.014880952
859,1,electricity,summerwd18,2028,0.014880952
860,1,electricity,summerwd19,2028,0.014880952
861,1,electricity,summerwd20,2028,0.014880952
862,1,electricity,summerwd21,2028,0.014880952
863,1,electricity,summerwd22,2028,0.014880952
864,1,electricity,summerwd23,2028,0.0148809680000023
865,1,electricity,winterwe0,2029,0.005952381
866,1,electricity,winterwe1,2029,0.005952381
867,1,electricity,winterwe2,2029,0.005952381
868,1,electricity,winterwe3,2029,0.005952381
869,1,electricity,winterwe4,2029,0.005952381
870,1,electricity,winterwe5,2029,0.005952381
871,1,electricity,winterwe6,2029,0.005952381
872,1,electricity,winterwe7,2029,0.005952381
873,1,electricity,winterwe8,2029,0.005952381
874,1,electricity,winterwe9,2029,0.005952381
875,1,electricity,winterwe10,2029,0.005952381
876,1,electricity,winterwe11,2029,0.005952381
877,1,electricity,winterwe12,2029,0.005952381
878,1,electricity,winterwe13,2029,0.005952381
879,1,electricity,winterwe14,2029,0.005952381
880,1,electricity,winterwe15,2029,0.005952381
881,1,electricity,winterwe16,2029,0.005952381
882,1,electricity,winterwe17,2029,0.005952381
883,1,electricity,winterwe18,2029,0.005952381
884,1,electricity,winterwe19,2029,0.005952381
885,1,electricity,winterwe20,2029,0.005952381
886,1,electricity,winterwe21,2029,0.005952381
887,1,electricity,winterwe22,2029,0.005952381
888,1,electricity,winterwe23,2029,0.005952381
889,1,electricity,winterwd0,2029,0.014880952
890,1,electricity,winterwd1,2029,0.014880952
891,1,electricity,winterwd2,2029,0.014880952
892,1,electricity,winterwd3,2029,0.014880952
893,1,electricity,winterwd4,2029,0.014880952
894,1,electricity,winterwd5,2029,0.014880952
895,1,electricity,winterwd6,2029,0.014880952
896,1,electricity,winterwd7,2029,0.014880952
897,1,electricity,winterwd8,2029,0.014880952
898,1,electricity,winterwd9,2029,0.014880952
899,1,electricity,winterwd10,2029,0.014880952
900,1,electricity,winterwd11,2029,0.014880952
901,1,electricity,winterwd12,2029,0.014880952
902,1,electricity,winterwd13,2029,0.014880952
903,1,electricity,winterwd14,2029,0.014880952
904,1,electricity,winterwd15,2029,0.014880952
905,1,electricity,winterwd16,2029,0.014880952
906,1,electricity,winterwd17,2029,0.014880952
907,1,electricity,winterwd18,2029,0.014880952
908,1,electricity,winterwd19,2029,0.014880952
909,1,electricity,winterwd20,2029,0.014880952
910,1,electricity,winterwd21,2029,0.014880952
911,1,electricity,winterwd22,2029,0.014880952
912,1,electricity,winterwd23,2029,0.014880952
913,1,electricity,summerwe0,2029,0.005952381
914,1,electricity,summerwe1,2029,0.005952381
915,1,electricity,summerwe2,2029,0.005952381
916,1,electricity,summerwe3,2029,0.005952381
917,1,electricity,summerwe4,2029,0.005952381
918,1,electricity,summerwe5,2029,0.005952381
919,1,electricity,summerwe6,2029,0.005952381
920,1,electricity,summerwe7,2029,0.005952381
921,1,electricity,summerwe8,2029,0.005952381
922,1,electricity,summerwe9,2029,0.005952381
923,1,electricity,summerwe10,2029,0.005952381
924,1,electricity,summerwe11,2029,0.005952381
925,1,electricity,summerwe12,2029,0.005952381
926,1,electricity,summerwe13,2029,0.005952381
927,1,electricity,summerwe14,2029,0.005952381
928,1,electricity,summerwe15,2029,0.005952381
929,1,electricity,summerwe16,2029,0.005952381
930,1,electricity,summerwe17,2029,0.005952381
931,1,electricity,summerwe18,2029,0.005952381
932,1,electricity,summerwe19,2029,0.005952381
933,1,electricity,summerwe20,2029,0.005952381
934,1,electricity,summerwe21,2029,0.005952381
935,1,electricity,summerwe22,2029,0.005952381
936,1,electricity,summerwe23,2029,0.005952381
937,1,electricity,summerwd0,2029,0.014880952
938,1,electricity,summerwd1,2029,0.014880952
939,1,electricity,summerwd2,2029,0.014880952
940,1,electricity,summerwd3,2029,0.014880952
941,1,electricity,summerwd4,2029,0.014880952
942,1,electricity,summerwd5,2029,0.014880952
943,1,electricity,summerwd6,2029,0.014880952
944,1,electricity,summerwd7,2029,0.014880952
945,1,electricity,summerwd8,2029,0.014880952
946,1,electricity,summerwd9,2029,0.014880952
947,1,electricity,summerwd10,2029,0.014880952
948,1,electricity,summerwd11,2029,0.014880952
949,1,electricity,summerwd12,2029,0.014880952
950,1,electricity,summerwd13,2029,0.014880952
951,1,electricity,summerwd14,2029,0.014880952
952,1,electricity,summerwd15,2029,0.014880952
953,1,electricity,summerwd16,2029,0.014880952
954,1,electricity,summerwd17,2029,0.014880952
955,1,electricity,summerwd18,2029,0.014880952
956,1,electricity,summerwd19,2029,0.014880952
957,1,electricity,summerwd20,2029,0.014880952
958,1,electricity,summerwd21,2029,0.014880952
959,1,electricity,summerwd22,2029,0.014880952
960,1,electricity,summerwd23,2029,0.0148809680000023
