id,l,y,val
822,summerwe5,2028,0.005952381
823,summerwe6,2028,0.005952381
824,summerwe7,2028,0.005952381
825,summerwe8,2028,0.005952381
826,summerwe9,2028,0.005952381
827,summerwe10,2028,0.005952381
828,summerwe11,2028,0.005952381
829,summerwe12,2028,0.005952381
830,summerwe13,2028,0.005952381
831,summerwe14,2028,0.005952381
832,summerwe15,2028,0.005952381
833,summerwe16,2028,0.005952381
834,summerwe17,2028,0.005952381
835,summerwe18,2028,0.005952381
836,summerwe19,2028,0.005952381
837,summerwe20,2028,0.005952381
838,summerwe21,2028,0.005952381
839,summerwe22,2028,0.005952381
840,summerwe23,2028,0.005952381
841,summerwd0,2028,0.014880952
842,summerwd1,2028,0.014880952
843,summerwd2,2028,0.014880952
844,summerwd3,2028,0.014880952
845,summerwd4,2028,0.014880952
846,summerwd5,2028,0.014880952
847,summerwd6,2028,0.014880952
848,summerwd7,2028,0.014880952
849,summerwd8,2028,0.014880952
850,summerwd9,2028,0.014880952
851,summerwd10,2028,0.014880952
852,summerwd11,2028,0.014880952
853,summerwd12,2028,0.014880952
854,summerwd13,2028,0.014880952
855,summerwd14,2028,0.014880952
856,summerwd15,2028,0.014880952
857,summerwd16,2028,0.014880952
858,summerwd17,2028,0.014880952
859,summerwd18,2028,0.014880952
860,summerwd19,2028,0.014880952
861,summerwd20,2028,0.014880952
862,summerwd21,2028,0.014880952
863,summerwd22,2028,0.014880952
864,summerwd23,2028,0.0148809680000023
865,winterwe0,2029,0.005952381
866,winterwe1,2029,0.005952381
867,winterwe2,2029,0.005952381
868,winterwe3,2029,0.005952381
869,winterwe4,2029,0.005952381
870,winterwe5,2029,0.005952381
871,winterwe6,2029,0.005952381
872,winterwe7,2029,0.005952381
873,winterwe8,2029,0.005952381
874,winterwe9,2029,0.005952381
875,winterwe10,2029,0.005952381
876,winterwe11,2029,0.005952381
877,winterwe12,2029,0.005952381
878,winterwe13,2029,0.005952381
879,winterwe14,2029,0.005952381
880,winterwe15,2029,0.005952381
881,winterwe16,2029,0.005952381
882,winterwe17,2029,0.005952381
883,winterwe18,2029,0.005952381
884,winterwe19,2029,0.005952381
885,winterwe20,2029,0.005952381
886,winterwe21,2029,0.005952381
887,winterwe22,2029,0.005952381
888,winterwe23,2029,0.005952381
889,winterwd0,2029,0.014880952
890,winterwd1,2029,0.014880952
891,winterwd2,2029,0.014880952
892,winterwd3,2029,0.014880952
893,winterwd4,2029,0.014880952
894,winterwd5,2029,0.014880952
895,winterwd6,2029,0.014880952
896,winterwd7,2029,0.014880952
897,winterwd8,2029,0.014880952
898,winterwd9,2029,0.014880952
899,winterwd10,2029,0.014880952
900,winterwd11,2029,0.014880952
901,winterwd12,2029,0.014880952
902,winterwd13,2029,0.014880952
903,winterwd14,2029,0.014880952
904,winterwd15,2029,0.014880952
905,winterwd16,2029,0.014880952
906,winterwd17,2029,0.014880952
907,winterwd18,2029,0.014880952
908,winterwd19,2029,0.014880952
909,winterwd20,2029,0.014880952
910,winterwd21,2029,0.014880952
911,winterwd22,2029,0.014880952
912,winterwd23,2029,0.014880952
913,summerwe0,2029,0.005952381
914,summerwe1,2029,0.005952381
915,summerwe2,2029,0.005952381
916,summerwe3,2029,0.005952381
917,summerwe4,2029,0.005952381
918,summerwe5,2029,0.005952381
919,summerwe6,2029,0.005952381
920,summerwe7,2029,0.005952381
921,summerwe8,2029,0.005952381
922,summerwe9,2029,0.005952381
923,summerwe10,2029,0.005952381
924,summerwe11,2029,0.005952381
925,summerwe12,2029,0.005952381
926,summerwe13,2029,0.005952381
927,summerwe14,2029,0.005952381
928,summerwe15,2029,0.005952381
929,summerwe16,2029,0.005952381
930,summerwe17,2029,0.005952381
931,summerwe18,2029,0.005952381
932,summerwe19,2029,0.005952381
933,summerwe20,2029,0.005952381
934,summerwe21,2029,0.005952381
935,summerwe22,2029,0.005952381
936,summerwe23,2029,0.005952381
937,summerwd0,2029,0.014880952
938,summerwd1,2029,0.014880952
939,summerwd2,2029,0.014880952
940,summerwd3,2029,0.014880952
941,summerwd4,2029,0.014880952
942,summerwd5,2029,0.014880952
943,summerwd6,2029,0.014880952
944,summerwd7,2029,0.014880952
945,summerwd8,2029,0.014880952
946,summerwd9,2029,0.014880952
947,summerwd10,2029,0.014880952
948,summerwd11,2029,0.014880952
949,summerwd12,2029,0.014880952
950,summerwd13,2029,0.014880952
951,summerwd14,2029,0.014880952
952,summerwd15,2029,0.014880952
953,summerwd16,2029,0.014880952
954,summerwd17,2029,0.014880952
955,summerwd18,2029,0.014880952
956,summerwd19,2029,0.014880952
957,summerwd20,2029,0.014880952
958,summerwd21,2029,0.014880952
959,summerwd22,2029,0.014880952
960,summerwd23,2029,0.0148809680000023
